ID1,ID2,RecSes 1,RecSes 2,Matches,UM Probabilities,TotalScore,amp_score,spatial_decay_score,centroid_overlord_score,centroid_dist,waveform_score,trajectory_score,UID1,UID2,UID Liberal 1,UID Liberal 2,UID int 1,UM UID int 2,UID Conservative 1,UID Conservative 2
5,1,2,1,0,5.008919942497758e-06,0.2592068328125332,0.18469633732033047,0.13583046657441225,0.5916179148734242,0.6381122971329042,0.2780969299619782,0.5245903909320777,14,1,6,1,7,1,7,1
6,1,2,1,0,1.4152106518283181e-05,0.24166252056244547,0.29455518190220625,0.14127040413390984,0.4838294271374188,0.4946765560870384,0.26816632324675704,0.590750183085936,15,1,6,1,15,1,15,1
7,1,2,1,0,0.0029833933862551602,0.44610731811788285,0.5903758673331236,0.33502542164334964,0.7478500748007438,0.8583150303286318,0.04882364766066088,0.6215627761433566,16,1,8,1,8,1,8,1
0,1,3,1,0,1.233225780685011e-05,0.16664154910557338,0.016687790850321068,0.17418687576289896,0.5652165199834255,0.3220644900012427,0.32426910539973053,0.5300353019310367,17,1,0,1,0,1,0,1
1,1,3,1,0,0.6064801137670679,0.5583432401976036,0.6359915738729107,0.3156454832638051,0.9999999999999999,0.717338667128862,0.0428166011580421,0.9999999911677864,18,1,2,1,2,1,2,1
2,1,3,1,0,0.00010665420067469072,0.2676800819330989,0.4407248335584559,0.20372829791322866,0.8006438694389333,0.6196670288769763,0.04884743462555194,0.2778231970818087,19,1,3,1,3,1,3,1
3,1,3,1,0,0.00412684900149639,0.5106131352319612,0.49345295825061725,0.4866994355459683,0.7697045503250661,0.5691986747337174,0.547585721050971,0.6283336481793529,20,1,4,1,4,1,4,1
4,1,3,1,0,0.029646918320529184,0.5447235400993127,0.6793720484131199,0.8079738650109244,0.7886959546316501,0.854295129322348,0.3398413896089989,0.17974549264018744,21,1,21,1,21,1,21,1
5,1,3,1,0,6.216885279820875e-06,0.20654248966263086,0.13409353513374647,0.11610763177853792,0.5257888977709859,0.6391402327386793,0.18677404639953776,0.5118085436087287,22,1,6,1,7,1,7,1
6,1,3,1,0,8.336040272297649e-06,0.2484808329470572,0.2095835229010366,0.13021665912574712,0.558170005642213,0.5459360165954991,0.30677880029213267,0.553535730267391,23,1,6,1,7,1,7,1
7,1,3,1,0,0.00014510687642297262,0.390035671993766,0.44984692999032017,0.33148619158697246,0.8440235031166408,0.8450690295553146,0.07048203178456743,0.4063357712681088,24,1,8,1,8,1,8,1
0,2,1,1,0,2.1345195839989873e-06,0.024898616815255716,0.06509661175319968,0.03073887356584966,0.41306792144062354,0.1499014754157335,0.3018524373539688,0.32792561525253316,0,2,0,2,0,2,0,2
1,2,1,1,0,0.006081602481632451,0.4630747888120298,0.6228821364558175,0.3489463176996379,0.8173644634568829,0.7141606947682155,0.19810951041593292,0.5775656133425991,1,2,1,2,1,2,1,2
2,2,1,1,1,0.9999963127867434,0.914593079464145,0.9198067456384246,0.7324033059978428,1.0,1.0,0.6778719897726645,1.0,2,2,2,2,2,2,2,2
3,2,1,1,0,0.0012992857317297522,0.3024050991553695,0.5892697056943749,0.060627160129888204,0.6899360892295665,0.4332758283934035,0.6167868727865291,0.15927981626228185,3,2,3,2,3,2,3,2
4,2,1,1,0,3.615985352656209e-06,0.2995058921899745,0.4313849400834263,0.2174520050671884,0.6208200018685788,0.3419312528850418,0.49000617723359585,0.434411245648589,4,2,4,2,4,2,4,2
5,2,1,1,0,0.0009696979065725637,0.4579068060834988,0.7382838824956336,0.34470048725653485,0.8312432558923257,0.736582691917356,0.43064809699364137,0.17409439984048664,5,2,5,2,5,2,5,2
6,2,1,1,0,1.083038105375487e-06,0.2259084778823494,0.2669966323994445,0.02554500596933268,0.579170889954356,0.4377039339500377,0.5292820646062304,0.36298571181214057,6,2,6,2,6,2,6,2
7,2,1,1,0,3.7403926723923865e-07,0.1566449879203183,0.2525689650652647,0.014660690893928454,0.5052696311826449,0.345853037577901,0.4154693599151715,0.3532283233680561,7,2,6,2,7,2,7,2
8,2,1,1,0,0.00024005860961977306,0.43995485446449284,0.5703912936757137,0.10896964538223974,0.705476740705501,0.8492199884454554,0.42985081363144695,0.5100963411087451,8,2,8,2,8,2,8,2
0,2,2,1,0,1.3168464040781462e-06,0.07235634708030382,0.04815582326625482,0.038945517432019704,0.5223368837796355,0.11498824883597292,0.4102137061404116,0.3695228027718688,9,2,0,2,0,2,0,2
1,2,2,1,1,0.9999971534440933,0.9290735771348583,0.8283321930367715,0.6830954434114533,1.0,0.9995945898982074,0.8848384849953923,1.0,10,2,2,2,2,2,2,2
2,2,2,1,0,0.006122786610206453,0.3420151265887118,0.7935425223875224,0.07803480170303942,0.7192779068509048,0.42803722952859125,0.5740327010226505,0.13618162136431883,11,2,3,2,3,2,3,2
3,2,2,1,0,1.6274287555197875e-05,0.3257346161216061,0.5627762796091013,0.2513518321115255,0.6565258327465029,0.35499846336707597,0.42030478862945186,0.4091942328753314,12,2,4,2,4,2,4,2
4,2,2,1,0,6.345615572861243e-05,0.4025341384688537,0.6066668239774992,0.268329396241981,0.6230792411204178,0.7272217110819789,0.5685599707638553,0.21016146919907808,13,2,13,2,13,2,13,2
5,2,2,1,0,1.8705581415887362e-07,0.1929266820525068,0.2299188458223148,0.01919861211302237,0.5417448061920365,0.43687928303823353,0.46917643226251077,0.3549441529367172,14,2,6,2,7,2,7,2
6,2,2,1,0,1.9603583930970294e-05,0.13065841862636393,0.3499178516633973,0.02210588724783338,0.2193210175125857,0.2940056941473955,0.4798220257163561,0.4038317294822056,15,2,6,2,15,2,15,2
7,2,2,1,0,0.000173810906735644,0.4792440420373155,0.6994516014378599,0.12639330869135768,0.7315505284881669,0.8487713629834146,0.4316006722010746,0.514711222079861,16,2,8,2,8,2,8,2
0,2,3,1,0,1.4970461685526481e-06,0.06942558335645727,0.049077752464751434,0.039753281900796585,0.5105548626739118,0.11496398093740434,0.4139984910632756,0.36250141470168584,17,2,0,2,0,2,0,2
1,2,3,1,1,0.999990715066032,0.8784357172324498,0.7645737804356575,0.7427788551173006,1.0,0.9988047439118605,0.6596773239059387,1.0,18,2,2,2,2,2,2,2
2,2,3,1,0,0.0027773258898349516,0.2876408144912842,0.5146825465216183,0.05565522637310077,0.8026273894066566,0.4050909811573715,0.5487050771500811,0.15534645975750844,19,2,3,2,3,2,3,2
3,2,3,1,0,6.0931778180757825e-05,0.3107816904105386,0.5768713777144391,0.20540796203522535,0.6401839195841871,0.3497603806230155,0.3811973744879358,0.4338057076606329,20,2,4,2,4,2,4,2
4,2,3,1,0,0.003655220845720259,0.48791807007747434,0.8373464185937702,0.3971044959416639,0.8410152723068136,0.7425675552772508,0.39542831330154543,0.1784190173966858,21,2,21,2,21,2,21,2
5,2,3,1,0,9.943027073032881e-07,0.18428190798089658,0.17522000789971579,0.008683785183875489,0.514690120519776,0.43878305160069575,0.5261778121832431,0.3490378662326129,22,2,6,2,7,2,7,2
6,2,3,1,0,4.272672936713907e-07,0.1487148908832136,0.2569305001959902,0.016201516688610446,0.49081843597368147,0.34563694790593014,0.3731676413601485,0.3682719473745866,23,2,6,2,7,2,7,2
7,2,3,1,0,0.0004023548716555786,0.42984119357512873,0.5252957615720953,0.12449859106866923,0.8577566444582203,0.8785699366265342,0.4376625897407948,0.30427928998955356,24,2,8,2,8,2,8,2
0,3,1,1,0,3.440873244557436e-05,0.28702654524583643,0.1473181896864982,0.6348466643379935,0.14846416782256505,0.7086128329007091,0.41262332712835154,0.4274521376293522,0,3,0,3,0,3,0,3
1,3,1,1,0,4.167150092533673e-07,0.29224510857878827,0.44142508002390163,0.23213172385136926,0.5612686551650791,0.6862915236101046,0.17566015461910503,0.40624586989997336,1,3,1,3,1,3,1,3
2,3,1,1,0,4.7179515390433886e-05,0.24390585737084897,0.6041011366006581,0.04489346863031696,0.6515765498304311,0.4363327741936266,0.39469656115319296,0.15183809899360395,2,3,2,3,2,3,2,3
3,3,1,1,1,0.9999999733613854,0.9201427262417033,0.9543882526075643,0.893146542826037,0.9174638627038583,0.9978242285749186,0.8978512262494039,0.6946175857342378,3,3,3,3,3,3,3,3
4,3,1,1,0,9.628023020420236e-05,0.44422229511953565,0.6080356581254026,0.36968625181646175,0.5268673000353118,0.9107032440966503,0.3400023020292745,0.43809521345418656,4,3,4,3,4,3,4,3
5,3,1,1,0,5.631691743912417e-05,0.4233170695312429,0.6960412784537585,0.2353072326004101,0.5197236787446167,0.7001393585430011,0.5321563961872915,0.4150585807381622,5,3,5,3,5,3,5,3
6,3,1,1,0,2.6778030775918794e-05,0.4747566203268271,0.38951621207911263,0.6029961228453267,0.6714417242009756,0.9914335813294817,0.3213759816359737,0.3553306479060484,6,3,6,3,6,3,6,3
7,3,1,1,0,1.3139202916723742e-06,0.4103136698422707,0.37163983247325144,0.5401929167710336,0.4317416031017025,0.9038548193122862,0.42869966826368955,0.3632288359454183,7,3,6,3,7,3,7,3
8,3,1,1,0,5.833956987582564e-05,0.4266778049218566,0.8723539115401204,0.6255137293597995,0.5450354329531316,0.5781170596372034,0.17370234047852856,0.3189704260473071,8,3,8,3,8,3,8,3
0,3,2,1,0,0.00455192778945228,0.3502115873843331,0.12749174234714342,0.6889349701698267,0.24139092968336884,0.6751109502564663,0.550668371903619,0.48274281293874044,9,3,0,3,0,3,0,3
1,3,2,1,0,0.00010789107725816001,0.27368358719951613,0.6364553596679675,0.03810031692107952,0.6517230895095731,0.4362478207134213,0.5043413167951278,0.15183809899360395,10,3,2,3,2,3,2,3
2,3,2,1,1,0.9995806965826257,0.7398888795128933,0.6555855918156036,0.795545814339639,0.8383029379800664,0.9927150702454589,0.6627485051418607,0.591578117050894,11,3,3,3,3,3,3,3
3,3,2,1,0,0.00028301767006621117,0.49575857441394644,0.8498769619797215,0.32442225830817134,0.5691699771043739,0.9228284380000862,0.311825531015099,0.4493739438272291,12,3,4,3,4,3,4,3
4,3,2,1,0,0.009708428541669287,0.4609235675092165,0.9092127364211233,0.3048811403211063,0.27664452307093634,0.7126542245910021,0.6037648963051438,0.4620991427256319,13,3,13,3,13,3,13,3
5,3,2,1,0,0.00015014319682799158,0.5030175214350764,0.34382060174322765,0.5658423807734339,0.7258545683360536,0.989681415681897,0.4193076409047832,0.415964775573836,14,3,6,3,7,3,7,3
6,3,2,1,0,7.42407829043676e-05,0.3748475686008683,0.49541866218387876,0.5826544325568417,0.22813313137417893,0.8531654669998592,0.46210410579342326,0.25677464014902973,15,3,6,3,15,3,15,3
7,3,2,1,0,1.4959362489941728e-05,0.38736966124593075,0.734396129864768,0.5638428586499267,0.560643367612677,0.5787322045616023,0.1617709189096383,0.3357474380652946,16,3,8,3,8,3,8,3
0,3,3,1,0,0.024895534561262932,0.3643803130402174,0.12856962935450036,0.6945850878406009,0.23005711692643505,0.6751140297749916,0.6124984736686124,0.48987786355962715,17,3,0,3,0,3,0,3
1,3,3,1,0,5.6863871410676874e-05,0.2585688204719002,0.67505576100982,0.046218490660967594,0.6519083307270288,0.4371283129495017,0.38789712692860895,0.15183809899360395,18,3,2,3,2,3,2,3
2,3,3,1,1,0.9987819777492906,0.7409713755360551,0.7435249755014097,0.8290924283252407,0.8162123323190862,0.9697580839744169,0.6118579748352584,0.5709475552512756,19,3,3,3,3,3,3,3
3,3,3,1,0,0.0001729527167289172,0.5043842336923995,0.894370760876279,0.3882153266601416,0.5475247760747146,0.9191092431513569,0.2870449740288724,0.43041468790805176,20,3,4,3,4,3,4,3
4,3,3,1,0,1.2667448611080027e-05,0.3951302050056109,0.6321722002070705,0.19995642048835566,0.5324058428854894,0.6939445224496847,0.5130559217271435,0.3988508208299343,21,3,21,3,21,3,21,3
5,3,3,1,0,1.8245543320322945e-05,0.45481315795676375,0.27764706867779687,0.5073067523509127,0.6817064425075885,0.9880537079698584,0.4146893543705797,0.3720963762820441,22,3,6,3,7,3,7,3
6,3,3,1,0,1.3510839159098157e-06,0.40456364680380086,0.37703031455485414,0.5488283333371056,0.42521370068629033,0.9031114023684337,0.38501931734676864,0.37403472715580016,23,3,6,3,7,3,7,3
7,3,3,1,0,0.0001823405537983124,0.42654932956415686,0.7639234605475426,0.5699016240826216,0.5974761177357326,0.5352505048884986,0.17101969491871488,0.4755378895761363,24,3,8,3,8,3,8,3
0,4,1,1,0,6.549396005320771e-06,0.37212575986315793,0.2559205320156106,0.2843342396602837,0.5805112406226313,0.7929666306386083,0.48505323458126026,0.4671005556427767,0,4,0,4,0,4,0,4
1,4,1,1,0,0.02421452902024592,0.5001993202748719,0.29554477674497165,0.5234528126097578,0.9113701737926931,0.6017804928547092,0.5263299956180181,0.5891912561994892,1,4,1,4,1,4,1,4
2,4,1,1,0,1.0957495964645631e-05,0.26133974853055614,0.41295172783295286,0.17633746783613394,0.8067157139550907,0.34458493484623476,0.2865749626980447,0.33546844793603575,2,4,2,4,2,4,2,4
3,4,1,1,0,0.00022629760299710288,0.47162950130462117,0.575385296163177,0.3662048322763478,0.6420955840860345,0.9126212542068473,0.36509983984175487,0.4564823073100236,3,4,3,4,3,4,3,4
4,4,1,1,1,0.9999965492587717,0.8633034538359935,0.8370595387043211,0.9149499368560775,0.8277017748996567,0.9989687418429615,0.984624656941322,0.5337906929574834,4,4,4,4,4,4,4,4
5,4,1,1,0,9.009750178166452e-05,0.4730245287953114,0.4701930611353943,0.5298479045135799,0.7563738970669018,0.6086687668056372,0.4983379323821948,0.46080456158775135,5,4,5,4,5,4,5,4
6,4,1,1,0,3.391452289396471e-05,0.41050171307016503,0.5696191344844714,0.2701521931551709,0.5461150757433268,0.9027866758976353,0.3407598272177834,0.41077896883796605,6,4,6,4,6,4,6,4
7,4,1,1,0,0.00022085413457678007,0.47177123128818865,0.5441522240006003,0.2404041195879055,0.74581625111487,0.9505599980358538,0.45274486484026333,0.3848554746333632,7,4,6,4,7,4,7,4
8,4,1,1,0,2.9217184264992023e-05,0.37609473593559645,0.5944957929572885,0.5032189494732726,0.5606171229982284,0.4884534221575777,0.32681071862705213,0.410319777387032,8,4,8,4,8,4,8,4
0,4,2,1,0,4.034840228153865e-05,0.397025567302529,0.23190980479110154,0.30674775119621156,0.6740443671630003,0.7604199453261312,0.5123360752700559,0.4935376001781443,9,4,0,4,0,4,0,4
1,4,2,1,0,2.38269486600778e-05,0.28307559177043046,0.43403725111749786,0.16401018954801713,0.8067719063572051,0.34448776831110595,0.37659427469948886,0.33546844793603575,10,4,2,4,2,4,2,4
2,4,2,1,0,1.7998296853376755e-06,0.4108534590369279,0.44604697766585355,0.4145399793389259,0.6548350302326338,0.918772121581541,0.24150228548340175,0.36611331160405536,11,4,3,4,3,4,3,4
3,4,2,1,1,0.999890080176962,0.7668950393495,0.6027173621309432,0.7364065402356796,0.821065570737114,0.9874225764203359,0.9629490832867396,0.5485922670994603,12,4,4,4,4,4,4,4
4,4,2,1,0,0.0027993267685354037,0.5130113752009618,0.5592193071974738,0.6842094518469476,0.6663536512324113,0.6219162750387759,0.5009856010524171,0.47318487392970554,13,4,13,4,13,4,13,4
5,4,2,1,0,8.17369624471074e-06,0.4163514310227424,0.505669997201623,0.25281410453416475,0.5117274450271514,0.9033610540582535,0.47791076173498803,0.4153012642941853,14,4,6,4,7,4,7,4
6,4,2,1,0,4.406225033226867e-05,0.46178372556897496,0.7422476415836189,0.2607586070960488,0.6370903054329136,0.9215398165547481,0.46990058122454936,0.24162703948093078,15,4,6,4,15,4,15,4
7,4,2,1,0,9.396873203755425e-06,0.36777072741486627,0.4913253633252809,0.5558674859925838,0.5801611336011543,0.48905001271420534,0.2976219894558544,0.4320774096380888,16,4,8,4,8,4,8,4
0,4,3,1,0,5.66963636939869e-06,0.3772495528557046,0.23321197194028873,0.3089551189379228,0.6551349167221434,0.7603587997500115,0.4534687597353063,0.4780320528629548,17,4,0,4,0,4,0,4
1,4,3,1,0,1.849389766988187e-05,0.26872732465759874,0.4578897294898292,0.1787397759125057,0.8068485637848257,0.34535255630436734,0.2718927611342955,0.33546844793603575,18,4,2,4,2,4,2,4
2,4,3,1,0,0.0005435573302282431,0.4668485187023612,0.6631131732152705,0.3525186860518884,0.7034043496346716,0.9407941350510786,0.2168404699209383,0.41950035331400315,19,4,3,4,3,4,3,4
3,4,3,1,1,0.9999408082359929,0.7698752143139058,0.5877389937609343,0.8983524599394739,0.8263946393398625,0.9923799442765637,0.8187494873407211,0.5490755277411659,20,4,4,4,4,4,4,4
4,4,3,1,0,1.625989370261686e-05,0.43221516275987315,0.4313001440109703,0.46044511910014657,0.741618953606173,0.6025092375213967,0.4722047680217485,0.43076851167835783,21,4,21,4,21,4,21,4
5,4,3,1,0,8.808896993428845e-07,0.3654715182480424,0.418239285848946,0.22403455874623393,0.500287944332688,0.9007934822632083,0.4063179526976204,0.3859858529475834,22,4,6,4,7,4,7,4
6,4,3,1,0,0.00015626901618867684,0.48188433498369726,0.5517642620925143,0.24461937967647826,0.7506722212731212,0.949245670293772,0.46322646461118533,0.4049444126670958,23,4,6,4,7,4,7,4
7,4,3,1,0,0.00011020040079964426,0.43327842908233194,0.6483329275931186,0.5500093530471288,0.6474643433928644,0.4471088949202816,0.32230708457085677,0.5284540917919911,24,4,8,4,8,4,8,4
0,5,1,1,0,0.0008615431410307176,0.15118997071262874,0.013626856223589369,0.15289413734553875,0.16413240324530073,0.4206853317054643,0.7305777910708824,0.38035369254173756,0,5,0,5,0,5,0,5
1,5,1,1,0,0.050581193186388124,0.6407174102997337,0.8514778874646618,0.8307360160931686,0.680860182442377,0.917474200347046,0.3811863164615856,0.4242481227974926,1,5,1,5,1,5,1,5
2,5,1,1,0,0.00034337211404266837,0.33952425320866997,0.6458937051990409,0.3192988188862408,0.7509167286487088,0.7274288646850157,0.06399952189407115,0.21025417760588133,2,5,2,5,2,5,2,5
3,5,1,1,0,4.2252969222693654e-06,0.37816230436673,0.46129053639034545,0.2075464805951347,0.5797020633740323,0.7090624089830981,0.33118546604026905,0.6045209019216585,3,5,3,5,3,5,3,5
4,5,1,1,0,2.187416001439498e-06,0.316618500944824,0.3346142331755959,0.49989048476663434,0.40962671539903295,0.6186976138923264,0.33284921759882974,0.41806257593981405,4,5,4,5,4,5,4,5
5,5,1,1,1,0.9892887513672657,0.6822999658218724,0.5642638854674853,0.8142483234769184,0.7980161642157646,0.9908241923669225,0.5794387988686331,0.5280830178964753,5,5,5,5,5,5,5,5
6,5,1,1,0,5.381884630755441e-07,0.1976396706894966,0.19319498089995302,0.14335644523499794,0.56083278507241,0.7122558200330973,0.10736889143504003,0.35626228905938007,6,5,6,5,6,5,6,5
7,5,1,1,0,3.0506219007455553e-06,0.17202913780889903,0.18051414230907026,0.12331724082029548,0.2963989120269761,0.6185697318791514,0.39758901284197756,0.3405445412409238,7,5,6,5,7,5,7,5
8,5,1,1,0,1.5095609980527622e-06,0.3143655515194655,0.4468651200115292,0.2956666606894423,0.6373274332126297,0.8661914762927642,0.03569387568859316,0.3217620950862113,8,5,8,5,8,5,8,5
0,5,2,1,0,0.00044516483898602823,0.15045318858179313,0.0,0.16793594638341117,0.28036104607616047,0.3860929182267201,0.5839063403997597,0.44062707686480074,9,5,0,5,0,5,0,5
1,5,2,1,0,0.00013671124665420325,0.3471146915314946,0.6127621737039942,0.30089153875022506,0.7511298749752806,0.7273355612142234,0.14989858579017729,0.21025417760588133,10,5,2,5,2,5,2,5
2,5,2,1,0,4.946990467256516e-05,0.37452407281518374,0.5956231933247735,0.23926900799221984,0.6167651966691701,0.7038254122216663,0.18633975112414553,0.5349583755717117,11,5,3,5,3,5,3,5
3,5,2,1,0,5.090918776941978e-06,0.380599029286015,0.4409796138112326,0.5693128686487107,0.4448763121810607,0.6318097908791618,0.38457956867119625,0.4328186958942093,12,5,4,5,4,5,4,5
4,5,2,1,0,0.0004087184358086026,0.5179409514026491,0.4743612109140793,0.606160340909742,0.5341645480661695,0.9969849371366227,0.41162518503643347,0.504965881713114,13,5,13,5,13,5,13,5
